" Na, hesab kardam Tesla behtare. Hybrid ham daram alan benz. S class hybrid hastesh vali oonam bezoodi mifroosham. In GLC ke too film mibini kharide boozam roosh kami lar shode bad forukhtam. Az alman ziyad migiram ba too holland mifroosham. Barat tozih midam ye bar chera ;)",0.8333333333333333,-0.22499999999999992,Negative
 Tesla all day. The ID3 feels lacking and the range isnâ€™t that great. More of a city car. Model 3 you could do a longer trip in and feel fresh at the end.,0.5833333333333334,0.5333333333333333,Positive
"  Who's ""we""?
Do you work at Tesla??
Do you have access to their code &amp; test data or just read CleanTechnica, InsideEV's &amp; Twitter posts?  Do you have a friend in the FSD/Dojo teams breaking their NDA?
""We're""... ...10%.... ğŸ¤¦",0.0,0.0,Neutral
 _sojka  I think this is what Tesla did around Aug. 2020 when it was loaded with synthetic shorts.  Price skyrocketed!  We can only hope it does for $GME too.,1.0,0.0,Neutral
  With most Teslaâ€™s from 2012 through early 2018. Some were transferable to the next owner (via private sale) while others were for the first owner only.,0.41805555555555557,0.14166666666666666,Positive
"  A tiny reminder..

 didn't found Tesla...

Stop spreading lies...

But you've presented you as true republican... Again..

ğŸ¤¦â€â™‚ï¸ ğŸ¤¦â€â™‚ï¸ ğŸ¤¦â€â™‚ï¸ ğŸ¤¦â€â™‚ï¸",0.575,0.175,Positive
Tesla's head of AI and autopilot development is leaving. Wondering what Tesla is going to showcase at AI day now ğŸ§ğŸ¤¨ğŸ¤” ,0.0,0.0,Neutral
Saingi Tesla Hari Ini Hyundai Motor Luncurkan Sedan Listrik Pertamanya ,0.0,0.0,Neutral
_ cuphead tesla cuphead tesla cuphead tesla,0.0,0.0,Neutral
 For sure it needs an update but already has non Tesla chargers.,0.8888888888888888,0.5,Positive
"PROMISES, PROMISES - WHAT KIND OF AI IS TESLA AUTOPILOT ANYWAY?

""A promise is a commitment by someone to do or not do something.""  . There is also a very popular song about this topic  ",0.95,0.69,Positive
"Hyundai Motor launches first electric vehicle after Tesla  
LKA srilanka",0.3333333333333333,0.25,Positive
Does Mark Zuckerberg think dressing like that makes people respect him? This is Tesla not Keeping Up With the Kardashians!,0.0,0.0,Neutral
 Serious ?  Are you still working on the Tesla home? Can you get one for a family of 3?  Is it the Boxabl brand?  A website to check them out?,0.6666666666666666,-0.3333333333333333,Negative
"[ì •ì¹˜]
ì†ì˜¤ê³µ, í…ŒìŠ¬ë¼ ë¡œë“œìŠ¤í„° ë“± ì „ê¸°ì°¨ 3ì¢… í•«íœ ì¹´ ê³µê°œ
Son Goku and Tesla Roadster Reveal 3 Electric Vehicle Hot Wheels
290

181",0.8500000000000001,0.25,Positive
__futureinc I love your Tesla wheel light! I assume you are no longer with Tesla though?,0.6499999999999999,0.5,Positive
"With Quantum Sentient AI Nanotechnology you can have things with magical properties so maybe everytime you light an incense stick called Musk, Tesla's are always around you while driving. You can have when you wear your Apple Watch you're Clumsy. Nanotechnology",0.7000000000000001,0.20000000000000004,Positive
  With increasing sea levels nee tech is designing floating houses that will be on the sea. Whole cities are now designed to be on the sea. I believe that with that and the tesla home model one may need a geo tag tech to have an address system. Just like your phone,0.4,0.2,Positive
" Tesla taas on kysymysmerkki, jolla varmaan on tulevaisuutta mutta makro ei tue sitÃ¤.
TESLAâ€™S DIRECTOR OF ARTIFICIAL INTELLIGENCE ANDREJ KARPATHY SAYS HE IS LEAVING THE COMPANY

ANDREJ KARPATHY RESIGNS AFTER 5 YEARS, SAYS â€œA DIFFICULT DECISION TO PAWAYSâ€ â€“ TWEET",1.0,-0.55,Negative
Congress: Tesla Superchargers and Plugs should be the Uâ€‹.â€‹S. standard for EVs - Sign the Petition!  via ,0.0,0.0,Neutral
_no_TUNO å¼•ã„ãŸã®ãŒä¸­ãƒã‚§ã˜ã‚ƒç„¡ãã¦è‰¯ã‹ã£ãŸã§ã™ğŸ˜,0.0,0.0,Neutral
Been looking for a Tesla ğŸ¥¹ğŸ’•ğŸ«¶ğŸ¾ğŸš— ima get it done âœ…,0.0,0.0,Neutral
" I can't help but believe you're right. I used to think the market would take Tesla down in 24-36 months, but now I'm thinking 12 months = TSLA under $100.",0.4123015873015873,0.06507936507936506,Positive
ØªØ³ØªÙ…Ø± Ù…Ù„Ø­Ù…Ø© Elon Musk Ùˆ Twitter .. ÙƒÙ„ Ù…Ø§ ØªØ±ÙŠØ¯ Ù…Ø¹Ø±ÙØªÙ‡ Ø¹Ù† Ø¢Ø®Ø± Ø§Ù„Ø£Ø®Ø¨Ø§Ø± ÙˆØ§Ù„Ø¯Ø¹ÙˆÙ‰ Ø§Ù„Ù…Ø±ÙÙˆØ¹Ø© Ø¶Ø¯ Ø±Ø¦ÙŠØ³Â Tesla ,0.0,0.0,Neutral
"In der ersten JahreshÃ¤lfte hat der chinesische Autohersteller BYD weltweit mehr E-Autos als Tesla verkauft â€“ allerdings nur, wenn Hybridfahrzeuge mitzÃ¤hlen.
",0.0,0.0,Neutral
 They saw how Tesla can get away with this kind of shit so they're following suit. This is an absolutely scummy practice. So much that it should actually be illegal.,0.5666666666666668,0.05000000000000001,Positive
"_UV  I have a question to ask sir, will F77 have a launch mode like Tesla having cheetah mode for initial acceleration?",0.0,0.0,Neutral
"$TSLA winnings of initial BTC investmentğŸ™Œ

$-577241871 (-42.76 %) (Realized: 272 M)
(Estimating an average buy price of $35000/BTC with now 38,700 BTC holdings $BTCUSD)
Tesla Bitcoin crypto",0.19999999999999998,-0.075,Negative
9/ Tesla_Cap_WhiteHead ,0.0,0.0,Neutral
"    If the stock was high because it was only propped up by Musk shilling it constantly, it wasn't worth it's price. If it was high because Tesla is an innovative company with many long-term projects that could pay massive dividends, then the stock will recover no problem long term.",0.6014814814814815,0.17444444444444446,Positive
"  _munro Ja toll. Die Tesla Community schafft das, dabei hat Porsche den Front-Kofferraum schon so lange und kein eigenes Wort dafÃ¼r? Ich mach mal einen Vorschlag: wie wÃ¤re es mit Prunk um sich von den Frunkstern abzugrenzen? ğŸ˜‚",0.0,0.0,Neutral
Tesla's Director of AI is leaving the company (Updated)  ,0.0,0.0,Neutral
   Please give me a tesla,0.0,0.0,Neutral
_johanssen   Gobsmacked by this. How can people donate Â£19k for this? The MP was raising money for charity. And he apparently has a Tesla.,0.35,0.05,Positive
 Nemojte tako. ZaÅ¡to to i spominjati. Jasno je da se Tesla rodio u Srpskom rodu i pravoslavnoj porodici kao slobobodan Äovek u tadaÅ¡njoj Austrougarskoj a da nikakve Hrvatske tu nije bilo. Dok su ostali veÄ‡inski delovi gradjanstva koji se danas izjaÅ¡njavaju kao Hrvati bili kmetovi.,0.0,0.0,Neutral
"     The 911 is only 40 miles extra range. ğŸ¤£

Tesla lasts 10x longer and has much better performance.
",0.5333333333333333,0.16666666666666666,Positive
"Tesla à¤•à¥€ à¤Ÿà¤•à¥à¤•à¤° à¤®à¥‡à¤‚ Hyundai à¤¨à¥‡ à¤²à¥‰à¤¨à¥à¤š à¤•à¥€ à¤¨à¤ˆ à¤‡à¤²à¥‡à¤•à¥à¤Ÿà¥à¤°à¤¿à¤• à¤•à¤¾à¤°, à¤¬à¥‡à¤¹à¤¦ à¤–à¤¾à¤¸ à¤¹à¥ˆà¤‚ à¤‡à¤¸à¤•à¥‡Â à¤«à¥€à¤šà¤°à¥à¤¸ ",0.0,0.0,Neutral
Handelsblatt summary ğŸ‡©ğŸ‡ª on Panasonic planning new plant for Tesla batteries in the USA ,0.45454545454545453,0.13636363636363635,Positive
"FullShade lanched on , Be kind to yourself this summer! Tesla TeslaModel3 Sunshade ",0.9,0.75,Positive
 _redstate  I wouldnâ€™t even hire him to make my grilled cheese sandwiches. Why hasnâ€™t Tesla dumped him yet? Space X had to sell all of their flights back to NASA. That is NOT winning. Lmao,0.5833333333333334,0.11666666666666665,Positive
_CREADOR Gus mognin Tesla ğŸ™‹ğŸ»â€â™€ï¸â˜•ğŸ˜ƒ,0.0,0.0,Neutral
_is_FUTURE ì¹­ì°¬ ê°ì‚¬í•©ë‹ˆë‹¤ ê¹”ê¹” ğŸ¥° ,0.0,0.0,Neutral
Panasonic to build $4bn battery plant in Kansas to meet TeslaÂ demand ,0.0,0.0,Neutral
 When will South Africans ğŸ‡¿ğŸ‡¦ get to experience FSD  in a Tesla they own?,1.0,0.6,Positive
crypto theft has become a vital source of foreign currency for North Korea. Itâ€™s country has conducted more missile tests this year than in any previous year./ A Chinese firm backed by Warren Buffett has taken Teslaâ€™s crown after selling more electric cars in the first half of,0.287962962962963,0.07685185185185187,Positive
"_CREADOR DÃ­as, Tes! ğŸ™‹â€â™‚ï¸ğŸ™‹â€â™‚ï¸",0.0,0.0,Neutral
 Tesla investors are ğŸ’¯can handle uncertainty and have unclinching faith. I can tell you are one smart dude and I am glad to meet you!,0.8214285714285714,0.41964285714285715,Positive
"ãŠã¯ã‚ˆã†ã”ã–ã„ã¾ã™â˜€
ã•ã¦TESLAã§ãƒ•ãƒ©ãƒ³ã‚¯ãƒ•ãƒ«ãƒˆã¸ï¼
_k_enomoto _nl ",0.0,0.0,Neutral
"_Transit tesla van at DuckDuckGo
",0.0,0.0,Neutral
" Fuck! No one starts a sentence with â€œItâ€™s been a great pleasureâ€ and the sentence ends well. ğŸ¤¦ğŸ¾â€â™‚ï¸ I know youâ€™re just one guy, but youâ€™re the one we all know as the big brain to Teslaâ€™s AP team. ğŸ˜… Sad to see you go, but when itâ€™s time, I guess itâ€™s time. All the best. ğŸ™ğŸ¾ğŸ˜Š",0.55,0.16,Positive
" 
Are there actually considerations for a plane from Tesla?

An airplane in the sense of passenger aircraft...no kerosene only with the power of electric.",0.55,0.0,Neutral
_CREADOR Tesla. ğŸ˜˜ğŸ˜˜,0.0,0.0,Neutral
 No le bajes la luna solo cÃ³mprale un Tesla y ya,0.0,0.0,Neutral
ceek roket spacex tesla hepsini geride bÄ±raktÄ± ğŸš€ğŸ˜‚,0.0,0.0,Neutral
"Se me pasÃ³ esta noticia! 

Croacia ğŸ‡­ğŸ‡· adoptarÃ¡ el euro a partir del 1 de enero de 2023, convirtiÃ©ndose en el vigÃ©simo miembro de la Eurozona. Deseando encontrar una de las monedas de cincuenta cÃ©ntimos de Tesla ",0.0,0.0,Neutral
 Everything is so rosy when it comes to Tesla. Its ok to admit its a big lose.,0.3,0.25,Positive
Tesla Gen 2 NEMA - 7 Adapters For Mobile Connector NEW IN HAND Ready To Ship  eBay ,0.4772727272727273,0.16818181818181818,Positive
_tuma ãã‚…ãƒ¼ã‚“ğŸ˜ã¦ã—ã¾ã™ğŸ˜˜,0.0,0.0,Neutral
"People don't realize  ""Potential Savings"" price is defaulted to gas price at $4.18/ gallon in California...   --- again, this doesn't include bonus costs such as maintenance and time at dealerships nickel and diming. Nuts!!",0.75,0.0,Neutral
_CREADOR Buenos dias  TESLA â˜•ğŸ˜,0.0,0.0,Neutral
_lloydd    Profound ğŸ§,1.0,0.08333333333333333,Positive
    â€œSorry some of you poors just gotta live in your car (if you have one) and survive off of gas station Vienna sausages for a while so we can right the ship and buy Mr CEO that 2nd Teslaâ€,0.5089285714285714,-0.019480519480519487,Negative
Im so done with electric vehicle discourse. Gtfo with ur hyundai bionic or tesla whatever series,0.0,0.0,Neutral
TÃ¤n taustalla on pitkÃ¤lti ymmÃ¤rtÃ¤Ã¤kseni valmistajien (Tesla?) luoma korjausongelma (ei saa korjata tarvikeosilla/kÃ¤ytetyillÃ¤). EU:han alkaa vaatia piensÃ¤hkÃ¶laitteilta korjattavuutta niin samaa lainsÃ¤Ã¤dÃ¤ntÃ¶Ã¤ vaan nÃ¤ihinkin. ,0.0,0.0,Neutral
" Love your channel but this is more $tsla investors coping and finding a positive spin on this than anything to do with the power of Tesla's brand. This is objectively terrible news for the ""Tesla is more than a car company"" camp, especially with the slow FSD progress.",0.6493506493506495,0.06103896103896104,Positive
Die neue Batteriegeneration soll die Reichweite von Tesla-Modellen deutlich steigern. Gebaut werden die Batterien vom japanischen Partner Panasonic. ,0.0,0.0,Neutral
_whales Sec claims they here to help retail but their poor and canâ€™t afford coffee. Sec then spends loads of tax payer money (retails likely) to insult retail investors. Does nothing to help market structure or go to T0 which we can w blockchain. Then drops a short Tesla (crime) ETFâ€¦,0.6199999999999999,-0.12,Negative
"  Jâ€™ai hÃ¢te de voir la tÃªte des habitants de lâ€™ouest parisien cet hiver : tesla et vÃ©los Ã©lectriques au garage, privÃ©s de leur tÃ©lÃ© travail et de leur smartphone. Les urgences psychiatriques vont Ãªtre dÃ©bordÃ©es, sâ€™ils arrivent Ã  les joindreâ€¦",0.0,0.0,Neutral
_CREADOR ,0.0,0.0,Neutral
_CREADOR Muy buenos Tesla ğŸ˜˜ğŸ˜˜ğŸ˜˜,0.0,0.0,Neutral
 Mau beli apaan si emang....jangan tesla tapiğŸ˜…ğŸ¤£ğŸ˜‚,0.0,0.0,Neutral
if i got eviscerated like this by a man whose most notable accomplishment is being the only president to be impeached twice in one term i would crawl into the nearest tesla and put it on autopilot ,0.6666666666666666,0.3333333333333333,Positive
"Huzza! andweb nailed it by spotting a 2022 Tesla Model 3 ğŸ‡¨ğŸ‡³ Dual Motor in Bavaria, Germany ğŸ‡©ğŸ‡ª as the first player! TeslaRadar Tesla Germany Model3",0.3333333333333333,0.3125,Positive
"Huzza! andweb nailed it by spotting a 2021 Tesla Model 3 ğŸ‡¨ğŸ‡³ Dual Motor in Bavaria, Germany ğŸ‡©ğŸ‡ª as the first player! TeslaRadar Tesla Germany Model3",0.3333333333333333,0.3125,Positive
"Ahoy! andweb just spotted a 2020 Tesla Model 3 ğŸ‡¨ğŸ‡³ Standard for the very first time in Bavaria, Germany! ğŸ‡©ğŸ‡ª TeslaRadar Tesla Germany Model3",0.21666666666666667,0.203125,Positive
"Way to go! andweb just spotted a 2021 Tesla Model 3 ğŸ‡¨ğŸ‡³ Standard in Bavaria, Germany ğŸ‡©ğŸ‡ª before anyone else did! TeslaRadar Tesla Germany Model3",0.0,0.0,Neutral
"_Jam_  Yo hice Valencia - Sevilla en un Tesla y me sorprendiÃ³ la cantidad de estaciones que hay ahora en EspaÃ±a para cargar. Eso sÃ­, algunas son rÃ¡pidas en 5 minutosâ€¦ otras tÃ­rate media hora esperando. 
Un truco: cada vez que vas al centro comercial, dÃ©jalo cargando en la zona gratuita",0.0,0.0,Neutral
"  It's common sense to not leave small children unattended in a car, esp. when it's 100Â°F outside. Many places don't allow pets in their establishment unless it's a service dog so this makes complete sense. Who cares what ""it's called"" it will work for a child or a pet regardless.",0.37,0.009999999999999992,Positive
"&gt; hirviendo, libros que hablan del trabajo de Tesla y de Edison amontonÃ¡ndose a la vera de la creadora, tropecientos circuitos de las conducciones que Shawtee elaboraba... y de Ã©xito, tambiÃ©n. 

Esa genio de era victoriana hallÃ³ una manera de elaborar pequeÃ±os paneles que, &gt;",0.0,0.0,Neutral
Earned 14 PSN trophies (4 gold and 10 silver) in Tesla vs Lovecraft ,0.0,0.0,Neutral
"Ha Ha HaLooks like Porsche didnâ€™t get the Memo! Car buyers do not want to go to Oil Wells to pump gas and They want Porsches to have Tesla Tech to drive in AP- Unlike Donkeys or Monkeys pushing or pulling Porsches in Congested, Polluted Highways! Is Porsche having a Nokia Moment?",0.0,0.0,Neutral
"Today, on Side Gear, Jeremy kills 10 Tesla terrorists, Richard is moronically shot by a 978 BC camel car and James sexes 59 Moroccan preschoolers.",0.0,0.0,Neutral
"Powered By Tesla Energy rEVolution: $TRRXF TNRGoldğŸ”‹ $TNR.v LosAzules Copper NSR Royalty Holding With McEwen Mining Presentation. 

Royalties Copper Gold Silver $MUX
ElectricCars EVs Renewables $COPX $GDX $GDXJ ",0.0,0.0,Neutral
  News on Tesla are not that good at the moment. IkarusMusk,0.6000000000000001,0.7,Positive
Lmao   ,1.0,0.6,Positive
I had an epiphany where tf is Tesla (teslaenjoyer) AKA Mr. Mid,0.0,0.0,Neutral
El problema de Elon Musk no es solo Twitter: por quÃ© Tesla no levanta cabeza ,0.0,0.0,Neutral
"FREE ENERGY!!! ğŸ¶â¤ï¸â€ğŸ”¥ğŸ¶

TESLA KNEW IT!!!! ğŸŒ©ï¸âš¡ï¸ğŸŒ©ï¸

""It's always about the money"" ğŸ¤‘ğŸ’¸ğŸ’°

""Working a 40 hour work week, and still feeling 'BROKE'

ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨

""We don't want you Corporations and Governments""

ğŸ«£ğŸ«£ğŸ«£ğŸ«£ğŸ«£ğŸ«£

",0.8,1.0,Positive
You naw fr you buy a female a Honda I want a Tesla you pay a female  rent I want 3 vacation homes and a mansion you give like even with time energy emotion you give a female 10 hours Iâ€™m gone want 10 days like thatâ€™s just how I am like the more you take from me or give away Iâ€™m,0.25,0.125,Positive
"_de     Iâ€™m just resigned to it now. I do admire you though for keeping track of the many things. 

For me currently, thereâ€™s no better car combo than a 3/Y. Otherwise I would be temptedâ€¦",0.4666666666666666,0.08333333333333333,Positive
"Besides his competency and focus..,Andrej is so humble and respectful 
Can feel the spirit Tesla ",0.55,0.15,Positive
"Tesla to lay off 229 employees, shuts San Mateo office ",0.0,0.0,Neutral
  Elon get out of here with that. Iâ€™m the reason why Tesla is doing so great and Space X. You should be getting down on your hands and knees. Thanking the almighty Marc Thielman.,0.5194444444444445,0.32222222222222224,Positive
"_CREADOR Buen dÃ­a, Tes! ğŸ€ğŸ˜‰",0.0,0.0,Neutral
"PiNetwork
Tesla picoreteam 
Tesla Model Pi ",0.0,0.0,Neutral
Tesla Battery Supplier Panasonic To Build $4B Plant InÂ Kansas ,0.0,0.0,Neutral
"_CREADOR Buenos dÃ­as, Nico ğŸ¤—ğŸ¤—ğŸ¤—",0.0,0.0,Neutral
" Plusieurs collÃ¨gues ont des Tesla et aucun ne m'a dit que c'Ã©tait pour sauver la planÃ¨te, jamais!
C'est juste parce qu'ils aiment les derniÃ¨res technologies et gadgets et pour eux avoir une Tesla c'est juste fun et Ã  la mode.",0.2,0.3,Positive
  Tesla=Tax Payer money satellites are good though and not subsidized.,0.6000000000000001,0.7,Positive
 I think it is funny and scarry Pratt head of Toyota research bought a Tesla and realized he bought to much EV for their needs. He should have bought a VW eGolf instead. But didn't do his research. TOYOTA FUTURE IS DOOMED!!!,0.44166666666666665,0.15,Positive
